given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id,id,given_name_n,surname_n,address_1_n,address_2_n,suburb_n,state_n,date_of_birth_n,postcode_n,block_key,cluster_id
jasmine,sach,1.0,goble street,renown,gawler qest,2031,nsw,19791109.0,2530372,id3049279520,jasmine,sach,goble street,renown,gawler qest,nsw,1970-01-01,2031,2031_sa,223
kira,blowexs,4.0,goyder street,bellfield,davistown,2166,sa,19890603.0,1610583,id9071354164,kira,blowexs,goyder street,bellfield,davistown,sa,1970-01-01,2166,2166_bl,587
,gillard,62.0,matina street,sun city resort,ascot park,4107,wa,19760203.0,9419843,id5817642227,,gillard,matina street,sun city resort,ascot park,wa,1970-01-01,4107,4107_gi,588
tenille,swiggs,150.0,verbruggh en street,gallagher hse,artarmon,7300,qld,19730510.0,6436926,id4723936443,tenille,swiggs,verbruggh en street,gallagher hse,artarmon,qld,1970-01-01,7300,7300_sw,413
blake,thiessen,16.0,kilburn close,,surfers paradise,2576,nsw,19210321.0,9632907,id9390895886,blake,thiessen,kilburn close,,surfers paradise,nsw,1970-01-01,2576,2576_th,589
shana,kowald,9.0,dookie street,locn24,port mdcquarie,2586,sa,19200305.0,2522502,id8965208107,shana,kowald,dookie street,locn24,port mdcquarie,sa,1970-01-01,2586,2586_ko,590
kira,terend,24.0,barada crescent,,dulwich hill,2529,nsw,19250222.0,3054502,id0308817789,kira,terend,barada crescent,,dulwich hill,nsw,1970-01-01,2529,2529_te,591
felicity,pulford,3.0,federalhighway,argyle,charlestown,4125,qld,19860610.0,2661643,id2612915155,felicity,pulford,federalhighway,argyle,charlestown,qld,1970-01-01,4125,4125_pu,392
marco,maleszka,6.0,genoa vstreet,winrae,yangebup,2251,vic,19391223.0,9915886,id1638753160,marco,maleszka,genoa vstreet,winrae,yangebup,vic,1970-01-01,2251,2251_ma,592
lauren,crwea,18.0,sit 9,city walk,athol park,3081,vic,19960613.0,1646449,id6382933823,lauren,crwea,sit 9,city walk,athol park,vic,1970-01-01,3081,3081_cr,593
futcher,grace,7.0,burt steret,clear creek,mentone,6023,nsw,19361127.0,2332344,id3467933986,futcher,grace,burt steret,clear creek,mentone,nsw,1970-01-01,6023,6023_gr,594
blade,crossman,53.0,rocklands street,hazelwood garden,highton,3996,vic,19490414.0,4302040,id9008515120,blade,crossman,rocklands street,hazelwood garden,highton,vic,1970-01-01,3996,3996_cr,595
jack,mcgurk,33.0,marrawah rtreet,,pullenvale,3462,nsw,19940814.0,7084883,id2278411385,jack,mcgurk,marrawah rtreet,,pullenvale,nsw,1970-01-01,3462,3462_mc,596
brooke,wylie,40.0,rumker place,,woodrcoft,4655,nsw,19700409.0,4282147,id3720007223,brooke,wylie,rumker place,,woodrcoft,nsw,1970-01-01,4655,4655_wy,597
sidonie,ebert,24.0,garrattjstreet,braeburn,aspley,2024,vic,19710327.0,2510937,id8021454275,sidonie,ebert,garrattjstreet,braeburn,aspley,vic,1970-01-01,2024,2024_eb,598
kathledn,povez,55.0,ashburner street,rsde6 68,revesby,2902,nsw,19710923.0,9885750,id7338821122,kathledn,povez,ashburner street,rsde6 68,revesby,nsw,1970-01-01,2902,2902_po,599
ryan,matthews,66.0,leist stfreet,,torquay,3549,wa,19330505.0,6234085,id0384069793,ryan,matthews,leist stfreet,,torquay,wa,1970-01-01,3549,3549_ma,600
hannah,carbone,7.0,officer crescent,wellshot,blackmans bay,2227,vic,19090326.0,1948811,id7484579356,hannah,carbone,officer crescent,wellshot,blackmans bay,vic,1970-01-01,2227,2227_ca,601
leslie,emiily,37.0,tamar arcade,medley street,athelnstone,4380,sa,19900328.0,5816513,id5750959569,leslie,emiily,tamar arcade,medley street,athelnstone,sa,1970-01-01,4380,4380_em,602
samuel,shepherd,5.0,nichols street,yarramac,moranbah,2659,qld,,7108333,id5936427899,samuel,shepherd,nichols street,yarramac,moranbah,qld,,2659,2659_sh,603
james,ryan,,alston street,myliton,lake acthie,4461,wa,19620419.0,2349088,id5218160348,james,ryan,alston street,myliton,lake acthie,wa,1970-01-01,4461,4461_ry,604
helena,ebert,2.0,garratt street,braeburn,aspley,2024,vic,19710327.0,2510937,id9244984859,helena,ebert,garratt street,braeburn,aspley,vic,1970-01-01,2024,2024_eb,605
kyle,minards,34.0,beetaloo street,old post office,downer,3996,wa,19180430.0,9745200,id5065968974,kyle,minards,beetaloo street,old post office,downer,wa,1970-01-01,3996,3996_mi,390
jecob,stoneman,53.0,balsillie crescent,emucale,bilbul,4226,wa,19920924.0,1597681,id3797862036,jecob,stoneman,balsillie crescent,emucale,bilbul,wa,1970-01-01,4226,4226_st,544
zachary,hudd,3.0,spofforthstreet,oakleaves,kogarah,2016,qld,19810305.0,5024676,id2623075896,zachary,hudd,spofforthstreet,oakleaves,kogarah,qld,1970-01-01,2016,2016_hu,606
jacob,tromp,19.0,jansz crescent,,palmerston,2528,vic,19900225.0,4952852,id7608463271,jacob,tromp,jansz crescent,,palmerston,vic,1970-01-01,2528,2528_tr,607
max,morrison,30.0,yanda street,arlington,moonta,2024,qld,19810825.0,6404764,id9908988416,max,morrison,yanda street,arlington,moonta,qld,1970-01-01,2024,2024_mo,608
dansiel,jardine,16.0,lanle y square,,bargdra,2580,act,19331130.0,1885743,id7410803940,dansiel,jardine,lanle y square,,bargdra,act,1970-01-01,2580,2580_ja,576
benjamin,etherington,92.0,westbury circuit,mallaby,apple tree creek,5045,nsw,,1615398,id6426586882,benjamin,etherington,westbury circuit,mallaby,apple tree creek,nsw,,5045,5045_et,609
michael,wuchatsch,66.0,meehan garden,medical centre,dianella,4700,wa,19190110.0,1614304,id6781792934,michael,wuchatsch,meehan garden,medical centre,dianella,wa,1970-01-01,4700,4700_wu,329
amelia,struck,29.0,winser crescent,pangani,coffs harbour,2250,vic,19640311.0,7848066,id8774183039,amelia,struck,winser crescent,pangani,coffs harbour,vic,1970-01-01,2250,2250_st,610
lachlan,butr,,follett street,,corowa,4605,nsw,19220712.0,1863874,id3212598347,lachlan,butr,follett street,,corowa,nsw,1970-01-01,4605,4605_bu,611
jamie,maynard,7.0,sexton street,princetown cottage,yangebup,3025,nsw,19870814.0,9170338,id5494368619,jamie,maynard,sexton street,princetown cottage,yangebup,nsw,1970-01-01,3025,3025_ma,612
wil,vincent,2.0,slessor crescent,tulliallan,mount isa,2067,nsw,19570306.0,7747820,id6792307001,wil,vincent,slessor crescent,tulliallan,mount isa,nsw,1970-01-01,2067,2067_vi,613
thomas,simmonds,17.0,lyall cerscent,,berrimah,3163,nsw,19590127.0,2772828,id2400452344,thomas,simmonds,lyall cerscent,,berrimah,nsw,1970-01-01,3163,3163_si,614
olivia,artis,12.0,marcus clarke street,lake raod,mill park,3173,nsw,19190302.0,2211444,id2578022622,olivia,artis,marcus clarke street,lake raod,mill park,nsw,1970-01-01,3173,3173_ar,615
william,dowley,8.0,terewahcircuit,bringamlong,poolaijelo,4108,sa,19100915.0,7001131,id5976019447,william,dowley,terewahcircuit,bringamlong,poolaijelo,sa,1970-01-01,4108,4108_do,616
briony,dunstone,42.0,badham street,attunga orchard,macquarie fields,3190,wa,19340729.0,7461019,id6605247529,briony,dunstone,badham street,attunga orchard,macquarie fields,wa,1970-01-01,3190,3190_du,424
joshua,morrison,22.0,santalun street,sec 202,kyabram,5044,sa,19901109.0,7276151,id4720065187,joshua,morrison,santalun street,sec 202,kyabram,sa,1970-01-01,5044,5044_mo,617
joe,passmore,20.0,sullivan crescent,homestead caravn park,mullewa,2502,nsw,19680729.0,1825863,id0978865000,joe,passmore,sullivan crescent,homestead caravn park,mullewa,nsw,1970-01-01,2502,2502_pa,618
zoed,gajda,35.0,eddisonplace,roser ook,concrod,6058,nsw,19600515.0,2599162,id8667516587,zoed,gajda,eddisonplace,roser ook,concrod,nsw,1970-01-01,6058,6058_ga,619
rosie,quilliam,45.0,mcculloch street,brackenvgrae,hurstbridge,5107,sa,19991207.0,5083417,id5952675792,rosie,quilliam,mcculloch street,brackenvgrae,hurstbridge,sa,1970-01-01,5107,5107_qu,620
tayla,green,41.0,kambalda crescent,ambervale,bonville,2905,vic,19310715.0,2230673,id6302583818,tayla,green,kambalda crescent,ambervale,bonville,vic,1970-01-01,2905,2905_gr,523
jayden,glass,135.0,,sec 22,frankston,6210,qld,19640219.0,6764035,id2115902460,jayden,glass,,sec 22,frankston,qld,1970-01-01,6210,6210_gl,621
oliver,salt,25.0,mcmillanprescent,,coffs harbour,7310,qld,19311218.0,7369494,id1712747349,oliver,salt,mcmillanprescent,,coffs harbour,qld,1970-01-01,7310,7310_sa,622
barnayb,reid,51.0,lakes retkremeent estate,hurley street,kempsey,5162,vic,19981021.0,5752601,id6978472238,barnayb,reid,lakes retkremeent estate,hurley street,kempsey,vic,1970-01-01,5162,5162_re,623
stephanie,white,7.0,tambo street,dunfield park,eight mile plains,3751,nsw,19460625.0,9261342,id5744712862,stephanie,white,tambo street,dunfield park,eight mile plains,nsw,1970-01-01,3751,3751_wh,624
joshua,green,1.0,hawkesbury crescent,loughmre,penols,6020,qld,19010219.0,2855631,id3326504637,joshua,green,hawkesbury crescent,loughmre,penols,qld,1970-01-01,6020,6020_gr,625
white,christian,,boolee setreet,noss,,4352,nsw,19491125.0,2992541,id7472087469,white,christian,boolee setreet,noss,,nsw,1970-01-01,4352,4352_ch,626
flyn,cresp,,nambucca street,,sandy bay,2768,vic,19761117.0,4839140,id4777096738,flyn,cresp,nambucca street,,sandy bay,vic,1970-01-01,2768,2768_cr,627
jack,bridgland,226.0,callistercrescent,paradiselake resort,lindfield,5073,nsw,19930210.0,1346125,id4483512995,jack,bridgland,callistercrescent,paradiselake resort,lindfield,nsw,1970-01-01,5073,5073_br,628
dante,campbell,153.0,scantlebury crescent,,rochester,3011,sa,19570319.0,7815398,id3844107761,dante,campbell,scantlebury crescent,,rochester,sa,1970-01-01,3011,3011_ca,629
aidan,belperio,4.0,charlton crescent,openshaw,st clair,4508,nsw,19720503.0,1268692,id2821579114,aidan,belperio,charlton crescent,openshaw,st clair,nsw,1970-01-01,4508,4508_be,630
hilton,talia,11.0,rosellastreet,,camperdown,3752,vic,19201213.0,9206639,id1391122769,hilton,talia,rosellastreet,,camperdown,vic,1970-01-01,3752,3752_ta,631
isabella,browne,57.0,fincham cerscent,wilga,thebarton,2642,nsw,19210914.0,2401777,id2150207385,isabella,browne,fincham cerscent,wilga,thebarton,nsw,1970-01-01,2642,2642_br,632
annabelle,weerta,4.0,firbank close,fronda,riverhills,2025,sa,19490420.0,4285598,id8282594231,annabelle,weerta,firbank close,fronda,riverhills,sa,1970-01-01,2025,2025_we,633
casey,dent,71.0,lubuma place,tressing fields,st ives,5171,vic,19210430.0,8293083,id7281592372,casey,dent,lubuma place,tressing fields,st ives,vic,1970-01-01,5171,5171_de,634
lachlan,everett,26.0,owen dixon drive,lansdowne,yarrawonga,5290,nsw,19260926.0,3722526,id5017660357,lachlan,everett,owen dixon drive,lansdowne,yarrawonga,nsw,1970-01-01,5290,5290_ev,635
samuel,voivodich,426.0,manton place,brentwo od vlge,buddina,4218,nt,19820724.0,2733496,id2841816580,samuel,voivodich,manton place,brentwo od vlge,buddina,nt,1970-01-01,4218,4218_vo,636
amber,wite,31.0,moodie street,degadelga,eaton,2042,nsw,19120819.0,2839026,id8561604442,amber,wite,moodie street,degadelga,eaton,nsw,1970-01-01,2042,2042_wi,637
chloe,arneik,113.0,nelson place,blue hills,belmont,4883,sa,19000803.0,4389592,id3733533071,chloe,arneik,nelson place,blue hills,belmont,sa,1970-01-01,4883,4883_ar,638
cameron,bishop,4.0,chillago e street,edith hall,numeralla,6152,sa,19290325.0,8928429,id2295150642,cameron,bishop,chillago e street,edith hall,numeralla,sa,1970-01-01,6152,6152_bi,498
paris,rudd,270.0,la perouse street,yellow dam,mirboo north,2452,wa,19471029.0,7004314,id3436565941,paris,rudd,la perouse street,yellow dam,mirboo north,wa,1970-01-01,2452,2452_ru,639
jordan,white,310.0,yerra court,,leichhardt,2155,wa,19371126.0,3380323,id0408474063,jordan,white,yerra court,,leichhardt,wa,1970-01-01,2155,2155_wh,640
marcus,reid,290.0,geils court,cambri vlge,naremburn,6020,nsw,19400624.0,3592731,id3527502246,marcus,reid,geils court,cambri vlge,naremburn,nsw,1970-01-01,6020,6020_re,391
benjamin,wbeb,10.0,giliruk drescent,cherry court,balwyn north,3622,nsw,19860415.0,1396032,id7666614908,benjamin,wbeb,giliruk drescent,cherry court,balwyn north,nsw,1970-01-01,3622,3622_wb,641
ashlie,mason,3.0,sinclair street,young retirement village,flagstaff hill,3201,nsw,19540731.0,4277141,id3043028162,ashlie,mason,sinclair street,young retirement village,flagstaff hill,nsw,1970-01-01,3201,3201_ma,642
keeley,felmingham,32.0,angliss place,cranbrnook,annandale,2640,nsw,19860811.0,5148092,id1585597188,keeley,felmingham,angliss place,cranbrnook,annandale,nsw,1970-01-01,2640,2640_fe,563
jaiden,rollins,95.0,rossarden street,tulgewyood,balwyn north,2224,nt,19280722.0,7626396,id4371764574,jaiden,rollins,rossarden street,tulgewyood,balwyn north,nt,1970-01-01,2224,2224_ro,643
thomas,milburn,12.0,sheehy street,witsend,kilcoy,6153,sa,19080629.0,6861021,id6063773297,thomas,milburn,sheehy street,witsend,kilcoy,sa,1970-01-01,6153,6153_mi,644
jordan,vaile,12.0,postle circuit,rosewynne,mansfield,4152,qld,19250617.0,7672358,id1823654947,jordan,vaile,postle circuit,rosewynne,mansfield,qld,1970-01-01,4152,4152_va,645
emiily,richmond,135.0,kalgoorlie crescent,peppertree,lilydale,3031,nsw,19590607.0,5444497,id3232519718,emiily,richmond,kalgoorlie crescent,peppertree,lilydale,nsw,1970-01-01,3031,3031_ri,646
emiily,croker,15.0,castletonc rescent,montrose,como,4214,nsw,19461118.0,6056886,id5682749641,emiily,croker,castletonc rescent,montrose,como,nsw,1970-01-01,4214,4214_cr,647
aalijah,huddy,60.0,currong street,chactro,wellingtn point,2232,sa,19960324.0,1091178,id6354496934,aalijah,huddy,currong street,chactro,wellingtn point,sa,1970-01-01,2232,2232_hu,648
patrick,dargaville,18.0,rosdeale,ceruttycrescent,st lucia,3364,,19770925.0,5982994,id4348273658,patrick,dargaville,rosdeale,ceruttycrescent,st lucia,,1970-01-01,3364,3364_da,649
jonai,nguyen,8.0,dalley crescent,the palms village,kingaroy,2607,nsw,19591019.0,9550940,id4037409035,jonai,nguyen,dalley crescent,the palms village,kingaroy,nsw,1970-01-01,2607,2607_ng,155
emmerson,lock,5.0,gordal e,burnie syreet,thursday island,3147,vic,19211129.0,3901477,id4321824073,emmerson,lock,gordal e,burnie syreet,thursday island,vic,1970-01-01,3147,3147_lo,650
sophie,nicolle,112.0,garling street,spring creek,kotar a,4740,nt,19111001.0,7492384,id4314158818,sophie,nicolle,garling street,spring creek,kotar a,nt,1970-01-01,4740,4740_ni,40
oliver,pennell,25.0,hardman street,t int-sect garden,cranbourne,2830,nsw,19880825.0,9401054,id7149166392,oliver,pennell,hardman street,t int sect garden,cranbourne,nsw,1970-01-01,2830,2830_pe,651
novak,benjamni,39.0,port jackson circuit,sherw ood,dapot,6163,nt,19010630.0,6037504,id5712297077,novak,benjamni,port jackson circuit,sherw ood,dapot,nt,1970-01-01,6163,6163_be,652
oliver,salt,25.0,mcmillan crescent,halls of residence monash university,coffs harbour,7310,qld,19311218.0,7369494,id1201658289,oliver,salt,mcmillan crescent,halls of residence monash university,coffs harbour,qld,1970-01-01,7310,7310_sa,653
ryan,matthews,66.0,leist street,clarence chambers,torquay,3549,wa,19330505.0,6234085,id3762302119,ryan,matthews,leist street,clarence chambers,torquay,wa,1970-01-01,3549,3549_ma,600
christopher,coleman,,fisk street,shopping centre,north ryde,2710,sa,19940821.0,7652642,id9433571792,christopher,coleman,fisk street,shopping centre,north ryde,sa,1970-01-01,2710,2710_co,654
joe,hammer,15.0,amble side garden,wynn place,burnett heads,2200,qld,19420902.0,4437138,id9555215154,joe,hammer,amble side garden,wynn place,burnett heads,qld,1970-01-01,2200,2200_ha,655
briony,dunst ohe,42.0,badham street,attunga orchard,macquarie fields,3190,wa,19340729.0,7461019,id0901159270,briony,dunst ohe,badham street,attunga orchard,macquarie fields,wa,1970-01-01,3190,3190_du,424
callum,camens,35.0,latchford street,northwest medical centre,cloverdale,2481,tas,19810925.0,5181189,id5820824076,callum,camens,latchford street,northwest medical centre,cloverdale,tas,1970-01-01,2481,2481_ca,656
phoebe,berryman,25.0,badimara street,garden est,toronto,3146,qld,19241130.0,3676248,id4665641028,phoebe,berryman,badimara street,garden est,toronto,qld,1970-01-01,3146,3146_be,657
chloe,crossman,73.0,shenton crescent,sec 209 clifton farm,south melbourne,2324,vic,19680424.0,5536009,id8135761907,chloe,crossman,shenton crescent,sec 209 clifton farm,south melbourne,vic,1970-01-01,2324,2324_cr,658
carly,hage,67.0,tasmania circle,palm lake resort,queenscliff,2121,wa,19710623.0,3938642,id3188051207,carly,hage,tasmania circle,palm lake resort,queenscliff,wa,1970-01-01,2121,2121_ha,659
william,tettmar,7.0,horrocks street,leveritt park,baskerville,3781,qld,19610318.0,7560544,id6849184021,william,tettmar,horrocks street,leveritt park,baskerville,qld,1970-01-01,3781,3781_te,660
thomas,pegg,6.0,bath place,fourways,irwin,3931,nsw,19980508.0,2265577,id1120940556,thomas,pegg,bath place,fourways,irwin,nsw,1970-01-01,3931,3931_pe,661
matthew,humphreys,25.0,adamson crescent,villa 2,mannum,3942,nsw,19770818.0,9283013,id9244072442,matthew,humphreys,adamson crescent,villa 2,mannum,nsw,1970-01-01,3942,3942_hu,662
callu,jankus,132.0,mcgivern cfescent,wyncliffe,sylavnia,3187,nsw,19930925.0,5175345,id4769616393,callu,jankus,mcgivern cfescent,wyncliffe,sylavnia,nsw,1970-01-01,3187,3187_ja,663
natasha,rizzo,10.0,aspinall street,locn 105,stanhope gardens,2770,vic,19950211.0,3892183,id0569254787,natasha,rizzo,aspinall street,locn 105,stanhope gardens,vic,1970-01-01,2770,2770_ri,664
jack,morcom,12.0,schomburgk street,warrumbungle,villawood,3018,tas,19800912.0,9689848,id4403219405,jack,morcom,schomburgk street,warrumbungle,villawood,tas,1970-01-01,3018,3018_mo,665
samuel,coleman,60.0,backhouse street,barwhalla,quorn,3147,nsw,19541004.0,8477487,id6464123878,samuel,coleman,backhouse street,barwhalla,quorn,nsw,1970-01-01,3147,3147_co,666
connor,kang,4.0,castles place,glennhill,dunsborough,3228,vic,19630915.0,6049682,id9371684589,connor,kang,castles place,glennhill,dunsborough,vic,1970-01-01,3228,3228_ka,667
liam,shobdn,,sheehy street,part set 231,kardiya,3182,qld,19220917.0,4177703,id6934338113,liam,shobdn,sheehy street,part set 231,kardiya,qld,1970-01-01,3182,3182_sh,398
briony,koerbin,146.0,violet grover place,wybelanah,mill park,2446,nsw,19210210.0,3808808,id2837217011,briony,koerbin,violet grover place,wybelanah,mill park,nsw,1970-01-01,2446,2446_ko,668
georgia,ryan,38.0,cullen street,balmoral garden,emu plains,4068,nsw,19401127.0,9581805,id1158360876,georgia,ryan,cullen street,balmoral garden,emu plains,nsw,1970-01-01,4068,4068_ry,669
chelsea,colquhoun,22.0,tillyard drive,rowethorpe,noarlunga downs,2800,nsw,19690220.0,4088606,id1107678649,chelsea,colquhoun,tillyard drive,rowethorpe,noarlunga downs,nsw,1970-01-01,2800,2800_co,670
jordan,fostiak,101.0,dutton street,munmurra park,lower templestowe,2298,vic,19800425.0,6808199,id4848993546,jordan,fostiak,dutton street,munmurra park,lower templestowe,vic,1970-01-01,2298,2298_fo,671
joshua,shepherdson,32.0,tenison-woods circuit,boronia lodge,glen innes,5211,qld,19100930.0,8400597,id5056585181,joshua,shepherdson,tenison woods circuit,boronia lodge,glen innes,qld,1970-01-01,5211,5211_sh,672
jesse,bloomfield,12.0,allambee street,grandview,mitcham,5290,nsw,19150202.0,6350104,id0215573915,jesse,bloomfield,allambee street,grandview,mitcham,nsw,1970-01-01,5290,5290_bl,673
thomas,reid,98.0,booroondara street,locn 1025,pampas,2086,qld,19570305.0,8218296,id4968692187,thomas,reid,booroondara street,locn 1025,pampas,qld,1970-01-01,2086,2086_re,674
ameila,blake,,halfrey circuit,,shoalhaven heads,6162,sa,19880506.0,4642758,id0224017346,ameila,blake,halfrey circuit,,shoalhaven heads,sa,1970-01-01,6162,6162_bl,675
aidan,horsley,,rosenthal street,wattle brae,irvingdale,3082,vic,19161004.0,9900834,id5412039101,aidan,horsley,rosenthal street,wattle brae,irvingdale,vic,1970-01-01,3082,3082_ho,676
tabitha,boschma,1927.0,osborne place,port 124,taren point,3205,vic,19450311.0,9358031,id5454329401,tabitha,boschma,osborne place,port 124,taren point,vic,1970-01-01,3205,3205_bo,677
jack,kubenk,36.0,dryandra street,ravensfield,mclaren vale,2106,vic,19860307.0,8987466,id8426665633,jack,kubenk,dryandra street,ravensfield,mclaren vale,vic,1970-01-01,2106,2106_ku,678
graec,szocinski,16.0,neeld alce,treasalee,wyoming,3501,wa,19670723.0,9584513,id9071670134,graec,szocinski,neeld alce,treasalee,wyoming,wa,1970-01-01,3501,3501_sz,679
jasmne,hodgeens,399.0,burttcrescent,yammacoona,maryborough,6006,qld,19970618.0,8417307,id0806929732,jasmne,hodgeens,burttcrescent,yammacoona,maryborough,qld,1970-01-01,6006,6006_ho,680
bailee,dent,58.0,maddock place,jingara,nowra,4171,qld,19950112.0,4080299,id8451980580,bailee,dent,maddock place,jingara,nowra,qld,1970-01-01,4171,4171_de,66
,rundle,5.0,beaumont c lose,,coonabavrabran,4020,vic,19640105.0,8384590,id5485708012,,rundle,beaumont c lose,,coonabavrabran,vic,1970-01-01,4020,4020_ru,681
mason,zachary,16.0,,st john of g od hospital,camira,2120,qld,19300102.0,1373543,id8248602281,mason,zachary,,st john of g od hospital,camira,qld,1970-01-01,2120,2120_za,682
max,burman,10.0,minter place,mooresley,nunawading,7011,nsw,19940510.0,5401824,id4922924008,max,burman,minter place,mooresley,nunawading,nsw,1970-01-01,7011,7011_bu,683
judah,jeffries,,condamin e street,tinaroo falls,canterbury,2162,nsw,19350906.0,6982133,id9101876451,judah,jeffries,condamin e street,tinaroo falls,canterbury,nsw,1970-01-01,2162,2162_je,684
michael,laverty,6.0,lenehan street,sennocke,suffolk park,2208,vic,19631213.0,9807797,id9984782687,michael,laverty,lenehan street,sennocke,suffolk park,vic,1970-01-01,2208,2208_la,538
eliza,tiffin,8.0,brawn place,,northbridge,2017,vic,19131019.0,9311089,id8535191156,eliza,tiffin,brawn place,,northbridge,vic,1970-01-01,2017,2017_ti,302
,stubbs,127.0,jardine street,delmar,greenacre,3198,vic,19190221.0,5139556,id7441246308,,stubbs,jardine street,delmar,greenacre,vic,1970-01-01,3198,3198_st,685
harrison,schumann,24.0,monaro crescent,donnelly rvr villg,oakleigh,2281,nsw,19991013.0,9551413,id9650483558,harrison,schumann,monaro crescent,donnelly rvr villg,oakleigh,nsw,1970-01-01,2281,2281_sc,686
aimee,trzconski,117.0,jacobs street,blue hills,frankston,2198,nsw,19280418.0,8941279,id9191104003,aimee,trzconski,jacobs street,blue hills,frankston,nsw,1970-01-01,2198,2198_tr,347
emiily,bullock,251.0,ivo whitton circuit,kacwdoo,blackburn north,3906,nsw,19470901.0,2457694,id1557069491,emiily,bullock,ivo whitton circuit,kacwdoo,blackburn north,nsw,1970-01-01,3906,3906_bu,687
lachlan,hyland,16.0,colebatch place,penquiteroad,new lambton heights,4305,qld,19340129.0,6484656,id3097202626,lachlan,hyland,colebatch place,penquiteroad,new lambton heights,qld,1970-01-01,4305,4305_hy,688
ethan,pringle,2.0,o'connell street,canberra hse,urana,5108,tas,19510914.0,6472293,id1893426850,ethan,pringle,o'connell street,canberra hse,urana,tas,1970-01-01,5108,5108_pr,689
flynn,cresp,,nambucc a street,rowethorpe,sandy bay,2768,vic,19761117.0,2624663,id2824169146,flynn,cresp,nambucc a street,rowethorpe,sandy bay,vic,1970-01-01,2768,2768_cr,627
jaykob,clarke,75.0,mileham st reet,kimbreley,daby,2107,wa,19000919.0,9245272,id8593526772,jaykob,clarke,mileham street reet,kimbreley,daby,wa,1970-01-01,2107,2107_cl,690
mason,caitlin,451.0,oakey creek road,moodnah,newstead,3035,nsw,19250317.0,2470308,id1379931117,mason,caitlin,oakey creek road,moodnah,newstead,nsw,1970-01-01,3035,3035_ca,691
webb,sam,5.0,deamer crescent,belaradah,west lakes shore,2570,wa,19880611.0,4408444,id5255315850,webb,sam,deamer crescent,belaradah,west lakes shore,wa,1970-01-01,2570,2570_sa,692
samara,willing,,,cool inda,concord,3765,nsw,19270204.0,1045315,id5719560402,samara,willing,,cool inda,concord,nsw,1970-01-01,3765,3765_wi,693
jade,browne,12.0,noble clse,circle h,avoca,3180,qld,19921015.0,1314590,id3388252823,jade,browne,noble clse,circle h,avoca,qld,1970-01-01,3180,3180_br,694
,,24.0,,woorinyan,riverwood,3749,qld,19180205.0,9341716,id8637963996,,,,woorinyan,riverwood,qld,1970-01-01,3749,3749_,695
casey,dent,61.0,lubuma place,tressing fields,st ives,5171,vic,19210430.0,8293083,id5287535636,casey,dent,lubuma place,tressing fields,st ives,vic,1970-01-01,5171,5171_de,634
william,mcclelland,45.0,sparkes close,opal cove resort,bowen mountain,6100,wa,19620103.0,1937435,id7966951851,william,mcclelland,sparkes close,opal cove resort,bowen mountain,wa,1970-01-01,6100,6100_mc,696
joshua,harbottle,1.0,mainwaring rich circuit,uralgurral,belmont,5098,qld,19930324.0,2785166,id0424751516,joshua,harbottle,mainwaring rich circuit,uralgurral,belmont,qld,1970-01-01,5098,5098_ha,697
rosa,prar,40.0,nicholson crescent,vill 32,mountf evelyn,2200,nsw,19080409.0,8467968,id9056666705,rosa,prar,nicholson crescent,vill 32,mountf evelyn,nsw,1970-01-01,2200,2200_pr,698
beau,tongyode,195.0,dingo flats,tourist park,gray,3620,vic,19071010.0,8299710,id1310065134,beau,tongyode,dingo flats,tourist park,gray,vic,1970-01-01,3620,3620_to,699
karla,rump,39.0,hilder street,killarney,normanhurst,3219,wa,19010414.0,4005188,id2382490603,karla,rump,hilder street,killarney,normanhurst,wa,1970-01-01,3219,3219_ru,700
zachary,owerko,4.0,bendigo street,maroubra beach,maclean,2756,vic,19470101.0,4914201,id2178171721,zachary,owerko,bendigo street,maroubra beach,maclean,vic,1970-01-01,2756,2756_ow,701
parr,rosa,40.0,nicholson crescent,villa 32,mount evelyn,2200,nsw,19080409.0,8467968,id2439429104,parr,rosa,nicholson crescent,villa 32,mount evelyn,nsw,1970-01-01,2200,2200_ro,702
shelbey,matthews,48.0,learmonth drive,dolphin arcade,sanctuary point,2289,nsw,19440419.0,3598907,id2772993752,shelbey,matthews,learmonth drive,dolphin arcade,sanctuary point,nsw,1970-01-01,2289,2289_ma,703
lucsa,ryan,71.0,walker crescent,brackengrae,belrose,5024,vic,19840323.0,6371124,id2293569214,lucsa,ryan,walker crescent,brackengrae,belrose,vic,1970-01-01,5024,5024_ry,704
tyler,morrison,22.0,captain cook crescent,warraberry,rowville,6056,qld,19840630.0,1518425,id0489950359,tyler,morrison,captain cook crescent,warraberry,rowville,qld,1970-01-01,6056,6056_mo,705
jassim,pasaricek,20.0,carron street,posetto,yunta,2210,sa,19861109.0,8613365,id3730244150,jassim,pasaricek,carron street,posetto,yunta,sa,1970-01-01,2210,2210_pa,706
,kiss,21.0,pialligo avenue,caravn park,,2530,vic,19310218.0,3431125,id8101293295,,kiss,pialligo avenue,caravn park,,vic,1970-01-01,2530,2530_ki,707
webb,xani,5.0,len water ss ctreet,willmont park,boweral,2615,wa,19911101.0,8286026,id7390823099,webb,xani,len water ss ctreet,willmont park,boweral,wa,1970-01-01,2615,2615_xa,708
